
4 Mot inconnu : Freehealth => ====== Freehealth : logiciel de gestion des patients ====== | freehealth
72 Accord de nombre erroné : « champs » devrait être au singulier. => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | champs => suggestions : ['champ']
72 Mot inconnu : root => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | root
72 Mot inconnu : mysql => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | mysql
72 Mot inconnu : Mariadb => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | mariadb

75 Mot inconnu : localhost => À la place de localhost, entrez l'adresse IP du serveur dans le champ Host name (ou Nom de l'hôte). Puis entrez le nom d'utilisateur créé sur le serveur. C'est tout. | localhost
75 Mot inconnu : Host => À la place de localhost, entrez l'adresse IP du serveur dans le champ Host name (ou Nom de l'hôte). Puis entrez le nom d'utilisateur créé sur le serveur. C'est tout. | host
75 Mot inconnu : name => À la place de localhost, entrez l'adresse IP du serveur dans le champ Host name (ou Nom de l'hôte). Puis entrez le nom d'utilisateur créé sur le serveur. C'est tout. | name

77 Accord de genre erroné avec « patients ». => ====Sauvegarder les données patients==== | données => suggestions : ['donnés']
77 Accord de genre erroné entre « données » et « patients ». => ====Sauvegarder les données patients==== | patients => suggestions : ['patientes']

79 Mot inconnu : freehealth => Ensuite il vous faut encore sauver le dossier **freehealth** et **.freehealth** qui se trouvent dans votre dossier personnel. | freehealth
79 Mot inconnu : freehealth => Ensuite il vous faut encore sauver le dossier **freehealth** et **.freehealth** qui se trouvent dans votre dossier personnel. | freehealth

80 Mot inconnu : fmf_bases => Ce petit script permet de faire la sauvegarde automatiquement, vous pouvez y modifier la destination, ici les sauvegardes sont enregistrées dans le dossier **Documents → fmf_bases** et y adapter le mot de passe (mettre votre mot de passe mysql à la place de motdepasse) : | fmf_bases
80 Mot inconnu : mysql => Ce petit script permet de faire la sauvegarde automatiquement, vous pouvez y modifier la destination, ici les sauvegardes sont enregistrées dans le dossier **Documents → fmf_bases** et y adapter le mot de passe (mettre votre mot de passe mysql à la place de motdepasse) : | mysql
80 Mot inconnu : motdepasse => Ce petit script permet de faire la sauvegarde automatiquement, vous pouvez y modifier la destination, ici les sauvegardes sont enregistrées dans le dossier **Documents → fmf_bases** et y adapter le mot de passe (mettre votre mot de passe mysql à la place de motdepasse) : | motdepasse

83 Mot inconnu : mkdir => mkdir $HOME/Documents/fmf_bases | mkdir

84 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql | mysqldump
84 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql |  - => suggestions : [' – ', ' — ']
84 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql | freehealth
84 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql |  - => suggestions : [' – ', ' — ']
84 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql | pmotdepasse
84 Mot inconnu : fmf_patients => mysqldump -u freehealth -pmotdepasse fmf_patients > $HOME/Documents/fmf_bases/fmf_patients_sauv.sql | fmf_patients

85 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql | mysqldump
85 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql |  - => suggestions : [' – ', ' — ']
85 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql | freehealth
85 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql |  - => suggestions : [' – ', ' — ']
85 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql | pmotdepasse
85 Mot inconnu : fmf_users => mysqldump -u freehealth -pmotdepasse fmf_users > $HOME/Documents/fmf_bases/fmf_users_sauv.sql | fmf_users

86 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql | mysqldump
86 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql |  - => suggestions : [' – ', ' — ']
86 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql | freehealth
86 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql |  - => suggestions : [' – ', ' — ']
86 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql | pmotdepasse
86 Mot inconnu : fmf_category => mysqldump -u freehealth -pmotdepasse fmf_category > $HOME/Documents/fmf_bases/fmf_category_sauv.sql | fmf_category

87 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql | mysqldump
87 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql |  - => suggestions : [' – ', ' — ']
87 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql | freehealth
87 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql |  - => suggestions : [' – ', ' — ']
87 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql | pmotdepasse
87 Mot inconnu : fmf_dosages => mysqldump -u freehealth -pmotdepasse fmf_dosages > $HOME/Documents/fmf_bases/fmf_dosages_sauv.sql | fmf_dosages

88 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql | mysqldump
88 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql |  - => suggestions : [' – ', ' — ']
88 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql | freehealth
88 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql |  - => suggestions : [' – ', ' — ']
88 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql | pmotdepasse
88 Mot inconnu : fmf_episodes => mysqldump -u freehealth -pmotdepasse fmf_episodes > $HOME/Documents/fmf_bases/fmf_episodes_sauv.sql | fmf_episodes

89 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql | mysqldump
89 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql |  - => suggestions : [' – ', ' — ']
89 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql | freehealth
89 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql |  - => suggestions : [' – ', ' — ']
89 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql | pmotdepasse
89 Mot inconnu : fmf_pmh => mysqldump -u freehealth -pmotdepasse fmf_pmh > $HOME/Documents/fmf_bases/fmf_pmh_sauv.sql | fmf_pmh

90 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql | mysqldump
90 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql |  - => suggestions : [' – ', ' — ']
90 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql | freehealth
90 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql |  - => suggestions : [' – ', ' — ']
90 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql | pmotdepasse
90 Mot inconnu : fmf_templates => mysqldump -u freehealth -pmotdepasse fmf_templates > $HOME/Documents/fmf_bases/fmf_templates_sauv.sql | fmf_templates

91 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql | mysqldump
91 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql |  - => suggestions : [' – ', ' — ']
91 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql | freehealth
91 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql |  - => suggestions : [' – ', ' — ']
91 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql | pmotdepasse
91 Mot inconnu : fmf_xmlforms => mysqldump -u freehealth -pmotdepasse fmf_xmlforms > $HOME/Documents/fmf_bases/fmf_xmlforms_sauv.sql | fmf_xmlforms

92 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql | mysqldump
92 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql |  - => suggestions : [' – ', ' — ']
92 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql | freehealth
92 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql |  - => suggestions : [' – ', ' — ']
92 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql | pmotdepasse
92 Mot inconnu : fmf_agenda => mysqldump -u freehealth -pmotdepasse fmf_agenda > $HOME/Documents/fmf_bases/fmf_agenda_sauv.sql | fmf_agenda

93 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql | mysqldump
93 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql |  - => suggestions : [' – ', ' — ']
93 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql | freehealth
93 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql |  - => suggestions : [' – ', ' — ']
93 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql | pmotdepasse
93 Mot inconnu : fmf_alerts => mysqldump -u freehealth -pmotdepasse fmf_alerts > $HOME/Documents/fmf_bases/fmf_alerts_sauv.sql | fmf_alerts

94 Mot inconnu : mysqldump => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql | mysqldump
94 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql |  - => suggestions : [' – ', ' — ']
94 Mot inconnu : freehealth => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql | freehealth
94 Il manque un espace à côté du tiret. => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql |  - => suggestions : [' – ', ' — ']
94 Mot inconnu : pmotdepasse => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql | pmotdepasse
94 Mot inconnu : mysql => mysqldump -u freehealth -pmotdepasse mysql > $HOME/Documents/fmf_bases/mysql_sauv.sql | mysql

96 Mot inconnu : cp => cp -r $HOME/.freehealth $HOME/Documents/fmf_bases/ | cp
96 Il manque un espace à côté du tiret. => cp -r $HOME/.freehealth $HOME/Documents/fmf_bases/ |  - => suggestions : [' – ', ' — ']
96 Mot inconnu : freehealth => cp -r $HOME/.freehealth $HOME/Documents/fmf_bases/ | freehealth

97 Mot inconnu : cp => cp -r $HOME/freehealth $HOME/Documents/fmf_bases/ | cp
97 Il manque un espace à côté du tiret. => cp -r $HOME/freehealth $HOME/Documents/fmf_bases/ |  - => suggestions : [' – ', ' — ']
97 Mot inconnu : freehealth => cp -r $HOME/freehealth $HOME/Documents/fmf_bases/ | freehealth

100 Accord de genre erroné avec « patients ». => ====Restaurer les données patients==== | données => suggestions : ['donnés']
100 Accord de genre erroné entre « données » et « patients ». => ====Restaurer les données patients==== | patients => suggestions : ['patientes']

101 Accord avec “existaient”. => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | elle => suggestions : ['elles']
101 Conjugaison erronée. Accord avec “elle”. Le verbe devrait être à la 3ᵉ personne du singulier. => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | existaient => suggestions : ['existait']
101 Mot inconnu : phpmyadmin => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | phpmyadmin
101 Mot inconnu : freehealth => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | freehealth
101 Accord de nombre erroné avec « place ». => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | leurs => suggestions : ['leur']
101 Accord de nombre erroné avec « leurs » : « place » devrait être au pluriel. => Pour restaurer les données, après avoir créé à nouveau les tables, si elle n'existaient pas, il est préférable d'utiliser l'outil importer de [[phpmyadmin]]. Copiez aussi les deux dossiers freehealth à leurs place respective. | place => suggestions : ['places']
