
3 Mot inconnu : Xfce4 => ====== Personnaliser Xfce4 ====== | xfce4
36 Erreur d’accord probable : « x » est masculin. => Vous trouverez deux champs : **Dossier** et **Couleur**. Dans la partie **Dossier** vous pourrez choisir entre les diverses images proposées par défaut pour changer le fond d'écran. Vous pouvez aussi choisir le dossier de votre choix à la place de celui par défaut. Il est également possible de changer le fond d'écran toutes les x minutes en cochant la case //Changer le fond d'écran//. | toutes => suggestions : ['tous']

42 Accord erroné : “options et réglages” et “modifié” ne sont pas accordés. Mettez au pluriel. => Normalement activé par défaut, si cela n'est pas le cas, cliquez sur //Peaufinage des fenêtres//. Puis dans l'onglet //Compositeur// cochez la case //Activer le compositeur d'affichage//. Les options et réglages de transparence peuvent désormais être modifié.\\ | modifié => suggestions : ['modifiés']

51 Mot inconnu : xfce-composite-editor => <note tip>Il semble que xfce-composite-editor est devenu obsolète ou n'existe plus dans ubuntu 16.04.1</note> | xfce-composite-editor

53 Mot inconnu : Xfce4-Composite-Editor => **Xfce4-Composite-Editor**  vous attendra dans le gestionnaire de paramètres de votre menu **XFCE**. | xfce4-composite-editor
53 Mot inconnu : XFCE => **Xfce4-Composite-Editor**  vous attendra dans le gestionnaire de paramètres de votre menu **XFCE**. | xfce

55 Accord de nombre erroné : « réglages » devrait être au singulier. => Bouger les curseurs pour affiner votre réglages, et cliquez sur le bouton ''restart WM'' pour obtenir le résultat. | réglages => suggestions : ['réglage']
55 Guillemets typographiques ouvrants. => Bouger les curseurs pour affiner votre réglages, et cliquez sur le bouton ''restart WM'' pour obtenir le résultat. | '' => suggestions : ['«\xa0', '“']
55 Mot inconnu : restart => Bouger les curseurs pour affiner votre réglages, et cliquez sur le bouton ''restart WM'' pour obtenir le résultat. | restart
55 Mot inconnu : WM => Bouger les curseurs pour affiner votre réglages, et cliquez sur le bouton ''restart WM'' pour obtenir le résultat. | wm
55 Guillemets typographiques fermants. => Bouger les curseurs pour affiner votre réglages, et cliquez sur le bouton ''restart WM'' pour obtenir le résultat. | '' => suggestions : ['\xa0»', '”']

63 Mot inconnu : xfce4-popup-menu => **''xfce4-popup-menu''**, validez et tapez votre touche.\\ | xfce4-popup-menu
63 Guillemets typographiques fermants. => **''xfce4-popup-menu''**, validez et tapez votre touche.\\ | '' => suggestions : ['\xa0»', '”']

68 Mot inconnu : alt => Vous ouvrez souvent un dossier, par exemple le dossier **Documents** et vous voulez y accéder rapidement par un raccourci clavier, par exemple la touche alt+D. Suivez la procédure indiquée plus haut et dans //Commande// mettez: | alt

72 Mot inconnu : Unity => Comme dans Unity, vous pouvez faire un raccourci clavier vers une application, qui détecte si l'application est déjà lancée pour lui donner le focus, dans le cas contraire il la lance... Pour plus de détail reportez-vous à cette documentation sur [[https://askubuntu.com/questions/507093/focus-application-keyboard-shortcut-in-lubuntu-lxde|Ask Ubuntu]] (en). | unity
72 Typographie : points de suspension. Utilisez le caractère dédié. => Comme dans Unity, vous pouvez faire un raccourci clavier vers une application, qui détecte si l'application est déjà lancée pour lui donner le focus, dans le cas contraire il la lance... Pour plus de détail reportez-vous à cette documentation sur [[https://askubuntu.com/questions/507093/focus-application-keyboard-shortcut-in-lubuntu-lxde|Ask Ubuntu]] (en). | ... => suggestions : ['…']
72 Mot inconnu : Ask => Comme dans Unity, vous pouvez faire un raccourci clavier vers une application, qui détecte si l'application est déjà lancée pour lui donner le focus, dans le cas contraire il la lance... Pour plus de détail reportez-vous à cette documentation sur [[https://askubuntu.com/questions/507093/focus-application-keyboard-shortcut-in-lubuntu-lxde|Ask Ubuntu]] (en). | ask

78 Accord de genre erroné : « champ » est masculin. => Dans la champ //Mot de passe//, cliquez sur //Modifier//, puis cochez la case //Ne pas demander de mot de passe à la connexion//. | la => suggestions : ['le']

84 Mot inconnu : FIXME => (FIXME pour ce qui suit sous Trusty)\\ | fixme

89 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Aller dans //Session et démarrage// puis l'onglet //Démarrage automatique//, |    => suggestions : ['']

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur le bouton **Ajouter**, renseignez le champs commande par **''/usr/lib/at-spi-core/at-spi-registryd''** et le libellé de votre choix dans << nom >> puis validez. |    => suggestions : ['']
90 Accord de nombre erroné : « champs » est au pluriel. =>   * Cliquez sur le bouton **Ajouter**, renseignez le champs commande par **''/usr/lib/at-spi-core/at-spi-registryd''** et le libellé de votre choix dans << nom >> puis validez. | le => suggestions : ['les']
90 Accord de nombre erroné : « champs » devrait être au singulier. =>   * Cliquez sur le bouton **Ajouter**, renseignez le champs commande par **''/usr/lib/at-spi-core/at-spi-registryd''** et le libellé de votre choix dans << nom >> puis validez. | champs => suggestions : ['champ']
90 Guillemets typographiques fermants. =>   * Cliquez sur le bouton **Ajouter**, renseignez le champs commande par **''/usr/lib/at-spi-core/at-spi-registryd''** et le libellé de votre choix dans << nom >> puis validez. | '' => suggestions : ['\xa0»', '”']

91 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Fermez la session **XFCE**, puis relancez-la. |    => suggestions : ['']
91 Mot inconnu : XFCE =>   * Fermez la session **XFCE**, puis relancez-la. | xfce

95 Mot inconnu : FIXME => FIXME pour Precise | fixme
95 Mot inconnu : Precise => FIXME pour Precise | precise

104 Il manque un espace après la parenthèse. => === Version antérieure à (X)Ubuntu 18.04 === | ) => suggestions : [') ']

105 Mot inconnu : Unity => Comme avec Unity, vous pouvez déplacer les menus des fenêtres de vos applications dans le tableau de bord avec XFCE. | unity
105 Mot inconnu : XFCE => Comme avec Unity, vous pouvez déplacer les menus des fenêtres de vos applications dans le tableau de bord avec XFCE. | xfce

110 Mot inconnu : root => Il va ensuite falloir créer un fichier dans ///etc/profile.d///, mais avec les droits root. Ajouter dans ce fichier le code suivant : | root

117 Guillemets typographiques ouvrants. => Déconnectez votre cession, puis reconnectez-vous. Vous ajouterez ensuite dans votre tableau de bord l’élément "Top Menu". | " => suggestions : ['«\xa0', '“']
117 Guillemets typographiques fermants. => Déconnectez votre cession, puis reconnectez-vous. Vous ajouterez ensuite dans votre tableau de bord l’élément "Top Menu". | " => suggestions : ['\xa0»', '”']

119 Il manque un espace après la parenthèse. => === Depuis (X)Ubuntu 18.04 === | ) => suggestions : [') ']

122 Mot inconnu : Vala-panel-appmenu => Installation Vala-panel-appmenu | vala-panel-appmenu

134 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. => Copier/coller à la fin: | copier/coller => suggestions : ['Copier-coller', 'Copié-collé', 'Copiée-collée', 'Copiés-collés', 'Copiées-collées']

149 Guillemets typographiques ouvrants. => Redémarrer la session et ajouter l'applet "appmenu plugin" au tableau de bord (clic droit>tableau de bord>préférence du tableau de bord>Éléments) | " => suggestions : ['«\xa0', '“']
149 Mot inconnu : appmenu => Redémarrer la session et ajouter l'applet "appmenu plugin" au tableau de bord (clic droit>tableau de bord>préférence du tableau de bord>Éléments) | appmenu
149 Guillemets typographiques fermants. => Redémarrer la session et ajouter l'applet "appmenu plugin" au tableau de bord (clic droit>tableau de bord>préférence du tableau de bord>Éléments) | " => suggestions : ['\xa0»', '”']

154 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Faites un clic droit avec votre souris sur la barre de menu, et choisissez //Ajouter des nouveaux éléments// ; |    => suggestions : ['']

155 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans la fenêtre //Ajouter des nouveaux éléments//, choisissez **Bouton d'actions** ; |    => suggestions : ['']

156 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Puis choisissez l'action **Verrouiller l'écran**. |    => suggestions : ['']

160 Mot inconnu : XFCE => <note important>Attention, un économiseur d'écran économise votre écran, mais pas vos ressources. Outre le fait qu'installer des applications gnome sur **XFCE** "alourdit" votre machine, les économiseurs d'écrans consomment beaucoup de ressources une fois lancés.</note> | xfce
160 Guillemets typographiques ouvrants. => <note important>Attention, un économiseur d'écran économise votre écran, mais pas vos ressources. Outre le fait qu'installer des applications gnome sur **XFCE** "alourdit" votre machine, les économiseurs d'écrans consomment beaucoup de ressources une fois lancés.</note> | " => suggestions : ['«\xa0', '“']
160 Guillemets typographiques fermants. => <note important>Attention, un économiseur d'écran économise votre écran, mais pas vos ressources. Outre le fait qu'installer des applications gnome sur **XFCE** "alourdit" votre machine, les économiseurs d'écrans consomment beaucoup de ressources une fois lancés.</note> | " => suggestions : ['\xa0»', '”']

164 Mot inconnu : Xfce-look => <note tip>Pour étoffer vos possibilités de personnalisation, visitez [[http://www.xfce-look.org/ |Xfce-look.org]]. C'est une mine d'or ! \\ De plus tous les thèmes GTK présents sur [[http://www.gnome-look.org/ | gnome-look.org]] fonctionnent avec **XFCE** !</note> | xfce-look
164 Mot inconnu : XFCE => <note tip>Pour étoffer vos possibilités de personnalisation, visitez [[http://www.xfce-look.org/ |Xfce-look.org]]. C'est une mine d'or ! \\ De plus tous les thèmes GTK présents sur [[http://www.gnome-look.org/ | gnome-look.org]] fonctionnent avec **XFCE** !</note> | xfce

172 Mot inconnu : Xfce => Pour les versions antérieures d'Xfce il va falloir placer le fichier décompressé dans le répertoire **~/.themes** dans votre **dossier personnel**: | xfce
172 Mot inconnu : themes => Pour les versions antérieures d'Xfce il va falloir placer le fichier décompressé dans le répertoire **~/.themes** dans votre **dossier personnel**: | themes

175 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Recherchez le dossier **.themes** et copiez-y votre nouveau thème. Le dossier **.themes** est à créer s'il n'existe pas. |    => suggestions : ['']
175 Mot inconnu : themes =>   * Recherchez le dossier **.themes** et copiez-y votre nouveau thème. Le dossier **.themes** est à créer s'il n'existe pas. | themes
175 Mot inconnu : themes =>   * Recherchez le dossier **.themes** et copiez-y votre nouveau thème. Le dossier **.themes** est à créer s'il n'existe pas. | themes
183 Mot inconnu : XFCE => Même méthode que pour l'ajout de thème : utilisez des thèmes **XFCE** et les décompresser dans le dossier **.themes**. | xfce
183 Mot inconnu : themes => Même méthode que pour l'ajout de thème : utilisez des thèmes **XFCE** et les décompresser dans le dossier **.themes**. | themes
188 Mot inconnu : icons => C'est la même méthode que pour ajouter un thème, le seul changement se situant au niveau du dossier d'arrivée de votre thème d'icônes : **~/.icons**. | icons

198 Il manque un trait d’union. => Pour les couleurs, rendez vous dans **menu > préférences >  couleurs**. | rendez vous => suggestions : ['rendez-vous']

202 Mot inconnu : Xfce => ===== Personnaliser le menu Xfce ===== | xfce

204 Mot inconnu : XFCE => Il est possible de modifier le menu **XFCE** dans //Menu Xfce -> Tous les paramètres -> Personnel -> Éditeur de menus//. | xfce
204 Mot inconnu : Xfce => Il est possible de modifier le menu **XFCE** dans //Menu Xfce -> Tous les paramètres -> Personnel -> Éditeur de menus//. | xfce

205 Mot inconnu : Xubuntu => Ou clic droit sur le logo Xubuntu //Éditer les applications//. | xubuntu

212 Mot inconnu : XFCE => En effet **XFCE** a cette particularité de fonctionner à la base avec des petits panneaux pour les barres de menu et d'application. Sous Xubuntu, ce n'est pas le cas, puisque ceux-ci font la taille maximale en longueur d'écran. | xfce
212 Mot inconnu : Xubuntu => En effet **XFCE** a cette particularité de fonctionner à la base avec des petits panneaux pour les barres de menu et d'application. Sous Xubuntu, ce n'est pas le cas, puisque ceux-ci font la taille maximale en longueur d'écran. | xubuntu

214 Guillemets typographiques ouvrants. => Pour les redéfinir, il vous faut faire un **clic droit sur le panneau** "tableau de bord" , choisir "**Préférences du tableau de bord**". | " => suggestions : ['«\xa0', '“']
214 Guillemets typographiques fermants. => Pour les redéfinir, il vous faut faire un **clic droit sur le panneau** "tableau de bord" , choisir "**Préférences du tableau de bord**". | " => suggestions : ['\xa0»', '”']
214 Pas d’espace avant une virgule. => Pour les redéfinir, il vous faut faire un **clic droit sur le panneau** "tableau de bord" , choisir "**Préférences du tableau de bord**". |  , => suggestions : [',']

217 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * L'onglet //Affichage//: |    => suggestions : ['']

218 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * //Mode//, permet de choisir le positionnement du panneau; (vous pouvez le verrouiller), la case à cocher **Afficher et masquer automatiquement le tableau de bord**, fera disparaître le tableau de bord jusqu'au passage de la souris sur les bords;  |      => suggestions : ['']
218 Espace(s) en fin de ligne à supprimer. =>     * //Mode//, permet de choisir le positionnement du panneau; (vous pouvez le verrouiller), la case à cocher **Afficher et masquer automatiquement le tableau de bord**, fera disparaître le tableau de bord jusqu'au passage de la souris sur les bords;  |   => suggestions : ['']

219 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * //Dimensions// permet le choix de la taille que vous souhaitez donner au panneau; |      => suggestions : ['']

220 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * L'onglet //Apparence//, qui vous permet de gérer la transparence et l'opacité du tableau. |    => suggestions : ['']

241 Mot inconnu : Thunar => =====Paramétrer Thunar===== | thunar

247 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Xfce.org, Trucs & Astuces : [[https://wiki.xfce.org/fr/tips]] |    => suggestions : ['']
247 Mot inconnu : Xfce =>   * Xfce.org, Trucs & Astuces : [[https://wiki.xfce.org/fr/tips]] | xfce

248 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Répertoire de thèmes, icônes et autres ressources : [[http://xfce-look.org/|xfce-look.org]] |    => suggestions : ['']
248 Mot inconnu : xfce-look =>   * Répertoire de thèmes, icônes et autres ressources : [[http://xfce-look.org/|xfce-look.org]] | xfce-look
